d3mIndex,type,repeat,fold
1783,TRAIN,0,0
1785,TRAIN,0,0
1787,TRAIN,0,0
1790,TRAIN,0,0
1791,TRAIN,0,0
1792,TRAIN,0,0
1793,TRAIN,0,0
1794,TRAIN,0,0
1795,TRAIN,0,0
1796,TRAIN,0,0
1797,TRAIN,0,0
1798,TRAIN,0,0
1799,TRAIN,0,0
1800,TRAIN,0,0
1801,TRAIN,0,0
1802,TRAIN,0,0
1804,TRAIN,0,0
1805,TRAIN,0,0
1806,TRAIN,0,0
1809,TRAIN,0,0
1810,TRAIN,0,0
1811,TRAIN,0,0
1812,TRAIN,0,0
1814,TRAIN,0,0
1816,TRAIN,0,0
1817,TRAIN,0,0
1819,TRAIN,0,0
1821,TRAIN,0,0
1823,TRAIN,0,0
1824,TRAIN,0,0
1825,TRAIN,0,0
1826,TRAIN,0,0
1827,TRAIN,0,0
1828,TRAIN,0,0
1829,TRAIN,0,0
1830,TRAIN,0,0
1833,TRAIN,0,0
1834,TRAIN,0,0
1836,TRAIN,0,0
1838,TRAIN,0,0
1841,TRAIN,0,0
1842,TRAIN,0,0
1843,TRAIN,0,0
1845,TRAIN,0,0
1846,TRAIN,0,0
1847,TRAIN,0,0
1848,TRAIN,0,0
1850,TRAIN,0,0
1851,TRAIN,0,0
1852,TRAIN,0,0
1853,TRAIN,0,0
1854,TRAIN,0,0
1855,TRAIN,0,0
1856,TRAIN,0,0
1857,TRAIN,0,0
1858,TRAIN,0,0
1861,TRAIN,0,0
1863,TRAIN,0,0
1865,TRAIN,0,0
1866,TRAIN,0,0
1868,TRAIN,0,0
1869,TRAIN,0,0
1874,TRAIN,0,0
1875,TRAIN,0,0
1879,TRAIN,0,0
1880,TRAIN,0,0
1882,TRAIN,0,0
1883,TRAIN,0,0
1884,TRAIN,0,0
1885,TRAIN,0,0
1887,TRAIN,0,0
1889,TRAIN,0,0
1890,TRAIN,0,0
1892,TRAIN,0,0
1895,TRAIN,0,0
1896,TRAIN,0,0
1897,TRAIN,0,0
1898,TRAIN,0,0
1899,TRAIN,0,0
1900,TRAIN,0,0
1901,TRAIN,0,0
1903,TRAIN,0,0
1904,TRAIN,0,0
1906,TRAIN,0,0
1908,TRAIN,0,0
1910,TRAIN,0,0
1911,TRAIN,0,0
1912,TRAIN,0,0
1913,TRAIN,0,0
1914,TRAIN,0,0
1915,TRAIN,0,0
1916,TRAIN,0,0
1917,TRAIN,0,0
1920,TRAIN,0,0
1922,TRAIN,0,0
1923,TRAIN,0,0
1925,TRAIN,0,0
1927,TRAIN,0,0
1928,TRAIN,0,0
1929,TRAIN,0,0
1930,TRAIN,0,0
1931,TRAIN,0,0
1933,TRAIN,0,0
1934,TRAIN,0,0
1938,TRAIN,0,0
1939,TRAIN,0,0
1940,TRAIN,0,0
1944,TRAIN,0,0
1947,TRAIN,0,0
1948,TRAIN,0,0
1949,TRAIN,0,0
1950,TRAIN,0,0
1951,TRAIN,0,0
1952,TRAIN,0,0
1953,TRAIN,0,0
1955,TRAIN,0,0
1956,TRAIN,0,0
1958,TRAIN,0,0
1959,TRAIN,0,0
1960,TRAIN,0,0
1963,TRAIN,0,0
1967,TRAIN,0,0
1968,TRAIN,0,0
1969,TRAIN,0,0
1970,TRAIN,0,0
1972,TRAIN,0,0
1974,TRAIN,0,0
1975,TRAIN,0,0
1976,TRAIN,0,0
1977,TRAIN,0,0
1978,TRAIN,0,0
1979,TRAIN,0,0
1980,TRAIN,0,0
1981,TRAIN,0,0
1982,TRAIN,0,0
1984,TRAIN,0,0
1985,TRAIN,0,0
1986,TRAIN,0,0
1987,TRAIN,0,0
1989,TRAIN,0,0
1990,TRAIN,0,0
1991,TRAIN,0,0
1993,TRAIN,0,0
1994,TRAIN,0,0
1996,TRAIN,0,0
1997,TRAIN,0,0
1998,TRAIN,0,0
1999,TRAIN,0,0
2000,TRAIN,0,0
2001,TRAIN,0,0
2003,TRAIN,0,0
2005,TRAIN,0,0
2006,TRAIN,0,0
2007,TRAIN,0,0
2008,TRAIN,0,0
2009,TRAIN,0,0
2010,TRAIN,0,0
2012,TRAIN,0,0
2013,TRAIN,0,0
2014,TRAIN,0,0
2016,TRAIN,0,0
2017,TRAIN,0,0
2019,TRAIN,0,0
2020,TRAIN,0,0
2022,TRAIN,0,0
2023,TRAIN,0,0
2025,TRAIN,0,0
2026,TRAIN,0,0
2027,TRAIN,0,0
2028,TRAIN,0,0
2030,TRAIN,0,0
2032,TRAIN,0,0
2033,TRAIN,0,0
2035,TRAIN,0,0
2037,TRAIN,0,0
2038,TRAIN,0,0
2039,TRAIN,0,0
2040,TRAIN,0,0
2041,TRAIN,0,0
2043,TRAIN,0,0
2044,TRAIN,0,0
2045,TRAIN,0,0
2046,TRAIN,0,0
2047,TRAIN,0,0
2048,TRAIN,0,0
2049,TRAIN,0,0
2050,TRAIN,0,0
2051,TRAIN,0,0
2054,TRAIN,0,0
2055,TRAIN,0,0
2056,TRAIN,0,0
2058,TRAIN,0,0
2060,TRAIN,0,0
2061,TRAIN,0,0
2062,TRAIN,0,0
2064,TRAIN,0,0
2065,TRAIN,0,0
2066,TRAIN,0,0
2068,TRAIN,0,0
2069,TRAIN,0,0
2070,TRAIN,0,0
2071,TRAIN,0,0
2073,TRAIN,0,0
2074,TRAIN,0,0
2075,TRAIN,0,0
2076,TRAIN,0,0
2079,TRAIN,0,0
2081,TRAIN,0,0
2082,TRAIN,0,0
2084,TRAIN,0,0
2085,TRAIN,0,0
2087,TRAIN,0,0
2089,TRAIN,0,0
2090,TRAIN,0,0
2096,TRAIN,0,0
2097,TRAIN,0,0
2102,TRAIN,0,0
2104,TRAIN,0,0
2105,TRAIN,0,0
2106,TRAIN,0,0
2108,TRAIN,0,0
2109,TRAIN,0,0
2112,TRAIN,0,0
2113,TRAIN,0,0
2116,TRAIN,0,0
2117,TRAIN,0,0
2120,TRAIN,0,0
2122,TRAIN,0,0
2124,TRAIN,0,0
2125,TRAIN,0,0
2126,TRAIN,0,0
2128,TRAIN,0,0
2129,TRAIN,0,0
2130,TRAIN,0,0
2132,TRAIN,0,0
2134,TRAIN,0,0
2135,TRAIN,0,0
2136,TRAIN,0,0
2137,TRAIN,0,0
2138,TRAIN,0,0
2139,TRAIN,0,0
2140,TRAIN,0,0
2141,TRAIN,0,0
2143,TRAIN,0,0
2144,TRAIN,0,0
2147,TRAIN,0,0
2148,TRAIN,0,0
2149,TRAIN,0,0
2150,TRAIN,0,0
2151,TRAIN,0,0
2152,TRAIN,0,0
2153,TRAIN,0,0
2155,TRAIN,0,0
2156,TRAIN,0,0
2158,TRAIN,0,0
2159,TRAIN,0,0
2160,TRAIN,0,0
2161,TRAIN,0,0
2162,TRAIN,0,0
2163,TRAIN,0,0
2165,TRAIN,0,0
2166,TRAIN,0,0
2168,TRAIN,0,0
2169,TRAIN,0,0
2171,TRAIN,0,0
2174,TRAIN,0,0
2175,TRAIN,0,0
2176,TRAIN,0,0
2177,TRAIN,0,0
2179,TRAIN,0,0
2180,TRAIN,0,0
2181,TRAIN,0,0
2183,TRAIN,0,0
2184,TRAIN,0,0
2185,TRAIN,0,0
2188,TRAIN,0,0
2189,TRAIN,0,0
2190,TRAIN,0,0
2192,TRAIN,0,0
2193,TRAIN,0,0
2195,TRAIN,0,0
2196,TRAIN,0,0
2198,TRAIN,0,0
2199,TRAIN,0,0
2200,TRAIN,0,0
2202,TRAIN,0,0
2203,TRAIN,0,0
2204,TRAIN,0,0
2205,TRAIN,0,0
2206,TRAIN,0,0
2207,TRAIN,0,0
2208,TRAIN,0,0
2209,TRAIN,0,0
2210,TRAIN,0,0
2212,TRAIN,0,0
2213,TRAIN,0,0
2214,TRAIN,0,0
2215,TRAIN,0,0
2216,TRAIN,0,0
2219,TRAIN,0,0
2222,TRAIN,0,0
2224,TRAIN,0,0
2225,TRAIN,0,0
2230,TRAIN,0,0
2233,TRAIN,0,0
2234,TRAIN,0,0
2235,TRAIN,0,0
2237,TRAIN,0,0
2238,TRAIN,0,0
2239,TRAIN,0,0
2241,TRAIN,0,0
2243,TRAIN,0,0
2246,TRAIN,0,0
2247,TRAIN,0,0
2248,TRAIN,0,0
2249,TRAIN,0,0
2250,TRAIN,0,0
2251,TRAIN,0,0
2253,TRAIN,0,0
2254,TRAIN,0,0
2255,TRAIN,0,0
2256,TRAIN,0,0
2257,TRAIN,0,0
2258,TRAIN,0,0
2260,TRAIN,0,0
2261,TRAIN,0,0
2262,TRAIN,0,0
2263,TRAIN,0,0
2264,TRAIN,0,0
2265,TRAIN,0,0
2270,TRAIN,0,0
2271,TRAIN,0,0
2272,TRAIN,0,0
2273,TRAIN,0,0
2278,TRAIN,0,0
2279,TRAIN,0,0
2281,TRAIN,0,0
2283,TRAIN,0,0
2285,TRAIN,0,0
2286,TRAIN,0,0
2287,TRAIN,0,0
2289,TRAIN,0,0
2290,TRAIN,0,0
2291,TRAIN,0,0
2293,TRAIN,0,0
2294,TRAIN,0,0
2296,TRAIN,0,0
2300,TRAIN,0,0
2301,TRAIN,0,0
2306,TRAIN,0,0
2308,TRAIN,0,0
2309,TRAIN,0,0
2310,TRAIN,0,0
2311,TRAIN,0,0
2312,TRAIN,0,0
2314,TRAIN,0,0
2315,TRAIN,0,0
2320,TRAIN,0,0
2321,TRAIN,0,0
2322,TRAIN,0,0
2323,TRAIN,0,0
2324,TRAIN,0,0
2325,TRAIN,0,0
2326,TRAIN,0,0
2327,TRAIN,0,0
2331,TRAIN,0,0
2332,TRAIN,0,0
2334,TRAIN,0,0
2335,TRAIN,0,0
2336,TRAIN,0,0
2338,TRAIN,0,0
2339,TRAIN,0,0
2340,TRAIN,0,0
2343,TRAIN,0,0
2344,TRAIN,0,0
2345,TRAIN,0,0
2349,TRAIN,0,0
2350,TRAIN,0,0
2351,TRAIN,0,0
2352,TRAIN,0,0
2353,TRAIN,0,0
2355,TRAIN,0,0
2356,TRAIN,0,0
2357,TRAIN,0,0
2358,TRAIN,0,0
2359,TRAIN,0,0
2360,TRAIN,0,0
2361,TRAIN,0,0
2362,TRAIN,0,0
2363,TRAIN,0,0
2365,TRAIN,0,0
2368,TRAIN,0,0
2369,TRAIN,0,0
2371,TRAIN,0,0
2375,TRAIN,0,0
2376,TRAIN,0,0
2377,TRAIN,0,0
2381,TRAIN,0,0
2382,TRAIN,0,0
2383,TRAIN,0,0
2384,TRAIN,0,0
2385,TRAIN,0,0
2386,TRAIN,0,0
2390,TRAIN,0,0
2391,TRAIN,0,0
2392,TRAIN,0,0
2393,TRAIN,0,0
2394,TRAIN,0,0
2396,TRAIN,0,0
2397,TRAIN,0,0
2398,TRAIN,0,0
2400,TRAIN,0,0
2401,TRAIN,0,0
2403,TRAIN,0,0
2408,TRAIN,0,0
2410,TRAIN,0,0
2411,TRAIN,0,0
2412,TRAIN,0,0
2415,TRAIN,0,0
2418,TRAIN,0,0
2419,TRAIN,0,0
2420,TRAIN,0,0
2421,TRAIN,0,0
2422,TRAIN,0,0
2424,TRAIN,0,0
2425,TRAIN,0,0
2427,TRAIN,0,0
2428,TRAIN,0,0
2429,TRAIN,0,0
2430,TRAIN,0,0
2431,TRAIN,0,0
2433,TRAIN,0,0
2434,TRAIN,0,0
2435,TRAIN,0,0
2438,TRAIN,0,0
2442,TRAIN,0,0
2443,TRAIN,0,0
2444,TRAIN,0,0
2446,TRAIN,0,0
2447,TRAIN,0,0
2448,TRAIN,0,0
2449,TRAIN,0,0
2452,TRAIN,0,0
2453,TRAIN,0,0
2454,TRAIN,0,0
2455,TRAIN,0,0
2456,TRAIN,0,0
2461,TRAIN,0,0
2466,TRAIN,0,0
2467,TRAIN,0,0
2469,TRAIN,0,0
2470,TRAIN,0,0
2471,TRAIN,0,0
2472,TRAIN,0,0
2474,TRAIN,0,0
2475,TRAIN,0,0
2477,TRAIN,0,0
2478,TRAIN,0,0
2479,TRAIN,0,0
2482,TRAIN,0,0
2485,TRAIN,0,0
2489,TRAIN,0,0
2490,TRAIN,0,0
2491,TRAIN,0,0
2493,TRAIN,0,0
2494,TRAIN,0,0
2496,TRAIN,0,0
2500,TRAIN,0,0
2501,TRAIN,0,0
2502,TRAIN,0,0
2504,TRAIN,0,0
2505,TRAIN,0,0
2506,TRAIN,0,0
2507,TRAIN,0,0
2508,TRAIN,0,0
2511,TRAIN,0,0
2513,TRAIN,0,0
2514,TRAIN,0,0
2515,TRAIN,0,0
2516,TRAIN,0,0
2517,TRAIN,0,0
2518,TRAIN,0,0
2519,TRAIN,0,0
2522,TRAIN,0,0
2523,TRAIN,0,0
2524,TRAIN,0,0
2527,TRAIN,0,0
2529,TRAIN,0,0
2530,TRAIN,0,0
2532,TRAIN,0,0
2534,TRAIN,0,0
2535,TRAIN,0,0
2537,TRAIN,0,0
2538,TRAIN,0,0
2539,TRAIN,0,0
2540,TRAIN,0,0
2541,TRAIN,0,0
2542,TRAIN,0,0
2544,TRAIN,0,0
2545,TRAIN,0,0
2546,TRAIN,0,0
2548,TRAIN,0,0
2549,TRAIN,0,0
2551,TRAIN,0,0
2553,TRAIN,0,0
2554,TRAIN,0,0
2555,TRAIN,0,0
2556,TRAIN,0,0
2557,TRAIN,0,0
2558,TRAIN,0,0
2560,TRAIN,0,0
2562,TRAIN,0,0
2563,TRAIN,0,0
2564,TRAIN,0,0
2565,TRAIN,0,0
2566,TRAIN,0,0
2568,TRAIN,0,0
2569,TRAIN,0,0
2571,TRAIN,0,0
2572,TRAIN,0,0
2573,TRAIN,0,0
2576,TRAIN,0,0
2577,TRAIN,0,0
2578,TRAIN,0,0
2579,TRAIN,0,0
2580,TRAIN,0,0
2582,TRAIN,0,0
2585,TRAIN,0,0
2587,TRAIN,0,0
2590,TRAIN,0,0
2593,TRAIN,0,0
2595,TRAIN,0,0
2597,TRAIN,0,0
2599,TRAIN,0,0
2601,TRAIN,0,0
2604,TRAIN,0,0
2606,TRAIN,0,0
2608,TRAIN,0,0
2609,TRAIN,0,0
2611,TRAIN,0,0
2612,TRAIN,0,0
2613,TRAIN,0,0
2614,TRAIN,0,0
2615,TRAIN,0,0
2616,TRAIN,0,0
2617,TRAIN,0,0
2618,TRAIN,0,0
2620,TRAIN,0,0
2621,TRAIN,0,0
2623,TRAIN,0,0
2624,TRAIN,0,0
2625,TRAIN,0,0
2626,TRAIN,0,0
2628,TRAIN,0,0
2629,TRAIN,0,0
2631,TRAIN,0,0
2632,TRAIN,0,0
2635,TRAIN,0,0
2636,TRAIN,0,0
2637,TRAIN,0,0
2638,TRAIN,0,0
2639,TRAIN,0,0
2640,TRAIN,0,0
2641,TRAIN,0,0
2643,TRAIN,0,0
2644,TRAIN,0,0
2645,TRAIN,0,0
2647,TRAIN,0,0
2652,TRAIN,0,0
2654,TRAIN,0,0
2655,TRAIN,0,0
2656,TRAIN,0,0
2657,TRAIN,0,0
2660,TRAIN,0,0
2661,TRAIN,0,0
2665,TRAIN,0,0
2666,TRAIN,0,0
2667,TRAIN,0,0
2668,TRAIN,0,0
2669,TRAIN,0,0
2670,TRAIN,0,0
2671,TRAIN,0,0
2674,TRAIN,0,0
2675,TRAIN,0,0
2676,TRAIN,0,0
2679,TRAIN,0,0
2681,TRAIN,0,0
2682,TRAIN,0,0
2683,TRAIN,0,0
2684,TRAIN,0,0
2687,TRAIN,0,0
2688,TRAIN,0,0
2689,TRAIN,0,0
2690,TRAIN,0,0
2691,TRAIN,0,0
2692,TRAIN,0,0
2693,TRAIN,0,0
2694,TRAIN,0,0
2695,TRAIN,0,0
2701,TRAIN,0,0
2703,TRAIN,0,0
2704,TRAIN,0,0
2706,TRAIN,0,0
2708,TRAIN,0,0
2709,TRAIN,0,0
2711,TRAIN,0,0
2712,TRAIN,0,0
2713,TRAIN,0,0
2714,TRAIN,0,0
2715,TRAIN,0,0
2716,TRAIN,0,0
2717,TRAIN,0,0
2719,TRAIN,0,0
2720,TRAIN,0,0
2723,TRAIN,0,0
2724,TRAIN,0,0
2728,TRAIN,0,0
2729,TRAIN,0,0
2730,TRAIN,0,0
2731,TRAIN,0,0
2732,TRAIN,0,0
2733,TRAIN,0,0
2734,TRAIN,0,0
2735,TRAIN,0,0
2736,TRAIN,0,0
2737,TRAIN,0,0
2738,TRAIN,0,0
2739,TRAIN,0,0
2740,TRAIN,0,0
2744,TRAIN,0,0
2745,TRAIN,0,0
2747,TRAIN,0,0
2748,TRAIN,0,0
2750,TRAIN,0,0
2752,TRAIN,0,0
2753,TRAIN,0,0
2755,TRAIN,0,0
2756,TRAIN,0,0
2759,TRAIN,0,0
2760,TRAIN,0,0
2761,TRAIN,0,0
2762,TRAIN,0,0
2766,TRAIN,0,0
2768,TRAIN,0,0
2769,TRAIN,0,0
2770,TRAIN,0,0
2772,TRAIN,0,0
2773,TRAIN,0,0
2774,TRAIN,0,0
2776,TRAIN,0,0
2777,TRAIN,0,0
2779,TRAIN,0,0
2781,TRAIN,0,0
2782,TRAIN,0,0
2783,TRAIN,0,0
2785,TRAIN,0,0
2786,TRAIN,0,0
2787,TRAIN,0,0
2790,TRAIN,0,0
2791,TRAIN,0,0
2793,TRAIN,0,0
2794,TRAIN,0,0
2795,TRAIN,0,0
2796,TRAIN,0,0
2797,TRAIN,0,0
2798,TRAIN,0,0
2799,TRAIN,0,0
2800,TRAIN,0,0
2801,TRAIN,0,0
2802,TRAIN,0,0
2804,TRAIN,0,0
2805,TRAIN,0,0
2806,TRAIN,0,0
2808,TRAIN,0,0
2809,TRAIN,0,0
2810,TRAIN,0,0
2811,TRAIN,0,0
2812,TRAIN,0,0
2813,TRAIN,0,0
2814,TRAIN,0,0
2816,TRAIN,0,0
2819,TRAIN,0,0
2820,TRAIN,0,0
2821,TRAIN,0,0
2824,TRAIN,0,0
2825,TRAIN,0,0
2826,TRAIN,0,0
2828,TRAIN,0,0
2829,TRAIN,0,0
2830,TRAIN,0,0
2831,TRAIN,0,0
2832,TRAIN,0,0
2837,TRAIN,0,0
2838,TRAIN,0,0
2839,TRAIN,0,0
2840,TRAIN,0,0
2844,TRAIN,0,0
2845,TRAIN,0,0
2846,TRAIN,0,0
2848,TRAIN,0,0
2849,TRAIN,0,0
2852,TRAIN,0,0
2853,TRAIN,0,0
2854,TRAIN,0,0
2859,TRAIN,0,0
2860,TRAIN,0,0
2861,TRAIN,0,0
2862,TRAIN,0,0
2863,TRAIN,0,0
2864,TRAIN,0,0
2865,TRAIN,0,0
2866,TRAIN,0,0
2868,TRAIN,0,0
2869,TRAIN,0,0
2870,TRAIN,0,0
2871,TRAIN,0,0
2872,TRAIN,0,0
2875,TRAIN,0,0
2877,TRAIN,0,0
2878,TRAIN,0,0
2879,TRAIN,0,0
2880,TRAIN,0,0
2883,TRAIN,0,0
2884,TRAIN,0,0
2885,TRAIN,0,0
2886,TRAIN,0,0
2887,TRAIN,0,0
2888,TRAIN,0,0
2889,TRAIN,0,0
2890,TRAIN,0,0
2891,TRAIN,0,0
2894,TRAIN,0,0
2896,TRAIN,0,0
2897,TRAIN,0,0
2898,TRAIN,0,0
2900,TRAIN,0,0
2901,TRAIN,0,0
2903,TRAIN,0,0
2904,TRAIN,0,0
2905,TRAIN,0,0
2906,TRAIN,0,0
2907,TRAIN,0,0
2909,TRAIN,0,0
2911,TRAIN,0,0
2912,TRAIN,0,0
2913,TRAIN,0,0
2914,TRAIN,0,0
2918,TRAIN,0,0
2919,TRAIN,0,0
2920,TRAIN,0,0
2923,TRAIN,0,0
2924,TRAIN,0,0
2926,TRAIN,0,0
2927,TRAIN,0,0
2928,TRAIN,0,0
2930,TRAIN,0,0
2931,TRAIN,0,0
2933,TRAIN,0,0
2935,TRAIN,0,0
2936,TRAIN,0,0
2938,TRAIN,0,0
2941,TRAIN,0,0
2944,TRAIN,0,0
2946,TRAIN,0,0
2947,TRAIN,0,0
2949,TRAIN,0,0
2950,TRAIN,0,0
2951,TRAIN,0,0
2953,TRAIN,0,0
2954,TRAIN,0,0
2955,TRAIN,0,0
2956,TRAIN,0,0
2958,TRAIN,0,0
2959,TRAIN,0,0
2960,TRAIN,0,0
2961,TRAIN,0,0
2963,TRAIN,0,0
2964,TRAIN,0,0
2965,TRAIN,0,0
2966,TRAIN,0,0
2967,TRAIN,0,0
2969,TRAIN,0,0
2970,TRAIN,0,0
2971,TRAIN,0,0
2972,TRAIN,0,0
2973,TRAIN,0,0
2974,TRAIN,0,0
2975,TRAIN,0,0
2976,TRAIN,0,0
2978,TRAIN,0,0
2979,TRAIN,0,0
2981,TRAIN,0,0
2982,TRAIN,0,0
2983,TRAIN,0,0
2987,TRAIN,0,0
2988,TRAIN,0,0
2989,TRAIN,0,0
2991,TRAIN,0,0
2993,TRAIN,0,0
2994,TRAIN,0,0
2995,TRAIN,0,0
2996,TRAIN,0,0
2999,TRAIN,0,0
3002,TRAIN,0,0
3003,TRAIN,0,0
3004,TRAIN,0,0
3005,TRAIN,0,0
3007,TRAIN,0,0
3008,TRAIN,0,0
3009,TRAIN,0,0
3016,TRAIN,0,0
3018,TRAIN,0,0
3019,TRAIN,0,0
3020,TRAIN,0,0
3022,TRAIN,0,0
3023,TRAIN,0,0
3025,TRAIN,0,0
3026,TRAIN,0,0
3027,TRAIN,0,0
3028,TRAIN,0,0
3029,TRAIN,0,0
3030,TRAIN,0,0
3031,TRAIN,0,0
3033,TRAIN,0,0
3034,TRAIN,0,0
3035,TRAIN,0,0
3037,TRAIN,0,0
3038,TRAIN,0,0
3039,TRAIN,0,0
3041,TRAIN,0,0
3042,TRAIN,0,0
3043,TRAIN,0,0
3044,TRAIN,0,0
3045,TRAIN,0,0
3046,TRAIN,0,0
3048,TRAIN,0,0
3049,TRAIN,0,0
3050,TRAIN,0,0
3051,TRAIN,0,0
3052,TRAIN,0,0
3054,TRAIN,0,0
3056,TRAIN,0,0
3057,TRAIN,0,0
3058,TRAIN,0,0
3059,TRAIN,0,0
3060,TRAIN,0,0
3061,TRAIN,0,0
3062,TRAIN,0,0
3063,TRAIN,0,0
3065,TRAIN,0,0
3066,TRAIN,0,0
3067,TRAIN,0,0
3068,TRAIN,0,0
3069,TRAIN,0,0
3070,TRAIN,0,0
3072,TRAIN,0,0
3073,TRAIN,0,0
3077,TRAIN,0,0
3078,TRAIN,0,0
3079,TRAIN,0,0
3081,TRAIN,0,0
3082,TRAIN,0,0
3083,TRAIN,0,0
3084,TRAIN,0,0
3086,TRAIN,0,0
3087,TRAIN,0,0
3088,TRAIN,0,0
3089,TRAIN,0,0
3090,TRAIN,0,0
3092,TRAIN,0,0
3093,TRAIN,0,0
3096,TRAIN,0,0
3098,TRAIN,0,0
3099,TRAIN,0,0
3100,TRAIN,0,0
3104,TRAIN,0,0
3105,TRAIN,0,0
3107,TRAIN,0,0
3108,TRAIN,0,0
3110,TRAIN,0,0
3111,TRAIN,0,0
3112,TRAIN,0,0
3113,TRAIN,0,0
3114,TRAIN,0,0
3115,TRAIN,0,0
3117,TRAIN,0,0
3118,TRAIN,0,0
3119,TRAIN,0,0
3120,TRAIN,0,0
3122,TRAIN,0,0
3124,TRAIN,0,0
3125,TRAIN,0,0
3126,TRAIN,0,0
3127,TRAIN,0,0
3134,TRAIN,0,0
3136,TRAIN,0,0
3137,TRAIN,0,0
3140,TRAIN,0,0
3141,TRAIN,0,0
3144,TRAIN,0,0
3145,TRAIN,0,0
3146,TRAIN,0,0
3147,TRAIN,0,0
3148,TRAIN,0,0
3149,TRAIN,0,0
3151,TRAIN,0,0
3152,TRAIN,0,0
3154,TRAIN,0,0
3155,TRAIN,0,0
3156,TRAIN,0,0
3157,TRAIN,0,0
3159,TRAIN,0,0
3160,TRAIN,0,0
3161,TRAIN,0,0
3165,TRAIN,0,0
3167,TRAIN,0,0
3170,TRAIN,0,0
3171,TRAIN,0,0
3174,TRAIN,0,0
3175,TRAIN,0,0
3177,TRAIN,0,0
3178,TRAIN,0,0
3179,TRAIN,0,0
3180,TRAIN,0,0
3181,TRAIN,0,0
3183,TRAIN,0,0
3184,TRAIN,0,0
3186,TRAIN,0,0
3187,TRAIN,0,0
3189,TRAIN,0,0
3190,TRAIN,0,0
3191,TRAIN,0,0
3193,TRAIN,0,0
3194,TRAIN,0,0
3195,TRAIN,0,0
3197,TRAIN,0,0
3198,TRAIN,0,0
3201,TRAIN,0,0
3202,TRAIN,0,0
3203,TRAIN,0,0
3205,TRAIN,0,0
3206,TRAIN,0,0
3208,TRAIN,0,0
3210,TRAIN,0,0
3211,TRAIN,0,0
3212,TRAIN,0,0
3215,TRAIN,0,0
3216,TRAIN,0,0
3217,TRAIN,0,0
3218,TRAIN,0,0
3219,TRAIN,0,0
3221,TRAIN,0,0
3222,TRAIN,0,0
3223,TRAIN,0,0
3224,TRAIN,0,0
3228,TRAIN,0,0
3229,TRAIN,0,0
3230,TRAIN,0,0
3232,TRAIN,0,0
3233,TRAIN,0,0
3234,TRAIN,0,0
3236,TRAIN,0,0
3237,TRAIN,0,0
3239,TRAIN,0,0
3241,TRAIN,0,0
3242,TRAIN,0,0
3244,TRAIN,0,0
3245,TRAIN,0,0
3246,TRAIN,0,0
3247,TRAIN,0,0
3249,TRAIN,0,0
3251,TRAIN,0,0
3254,TRAIN,0,0
3255,TRAIN,0,0
3261,TRAIN,0,0
3262,TRAIN,0,0
3265,TRAIN,0,0
3266,TRAIN,0,0
3267,TRAIN,0,0
3269,TRAIN,0,0
3270,TRAIN,0,0
3272,TRAIN,0,0
3274,TRAIN,0,0
3278,TRAIN,0,0
3279,TRAIN,0,0
3280,TRAIN,0,0
3281,TRAIN,0,0
3283,TRAIN,0,0
3284,TRAIN,0,0
3286,TRAIN,0,0
3287,TRAIN,0,0
3288,TRAIN,0,0
3290,TRAIN,0,0
3291,TRAIN,0,0
3292,TRAIN,0,0
3293,TRAIN,0,0
3294,TRAIN,0,0
3295,TRAIN,0,0
3296,TRAIN,0,0
3297,TRAIN,0,0
3298,TRAIN,0,0
3300,TRAIN,0,0
3301,TRAIN,0,0
3302,TRAIN,0,0
3304,TRAIN,0,0
3306,TRAIN,0,0
3307,TRAIN,0,0
3310,TRAIN,0,0
3311,TRAIN,0,0
3314,TRAIN,0,0
3315,TRAIN,0,0
3316,TRAIN,0,0
3319,TRAIN,0,0
3321,TRAIN,0,0
3322,TRAIN,0,0
3323,TRAIN,0,0
3324,TRAIN,0,0
3325,TRAIN,0,0
3327,TRAIN,0,0
3328,TRAIN,0,0
3329,TRAIN,0,0
3330,TRAIN,0,0
3331,TRAIN,0,0
3332,TRAIN,0,0
3335,TRAIN,0,0
3336,TRAIN,0,0
3339,TRAIN,0,0
3341,TRAIN,0,0
3342,TRAIN,0,0
3343,TRAIN,0,0
3345,TRAIN,0,0
3346,TRAIN,0,0
3348,TRAIN,0,0
3351,TRAIN,0,0
3354,TRAIN,0,0
3356,TRAIN,0,0
3358,TRAIN,0,0
3359,TRAIN,0,0
3360,TRAIN,0,0
3361,TRAIN,0,0
3362,TRAIN,0,0
3363,TRAIN,0,0
3364,TRAIN,0,0
3365,TRAIN,0,0
3367,TRAIN,0,0
3368,TRAIN,0,0
3369,TRAIN,0,0
3371,TRAIN,0,0
3372,TRAIN,0,0
3373,TRAIN,0,0
3374,TRAIN,0,0
3375,TRAIN,0,0
3376,TRAIN,0,0
3378,TRAIN,0,0
3381,TRAIN,0,0
3382,TRAIN,0,0
3383,TRAIN,0,0
3385,TRAIN,0,0
3386,TRAIN,0,0
3387,TRAIN,0,0
3389,TRAIN,0,0
3390,TRAIN,0,0
3391,TRAIN,0,0
3393,TRAIN,0,0
3394,TRAIN,0,0
3395,TRAIN,0,0
3397,TRAIN,0,0
3398,TRAIN,0,0
3399,TRAIN,0,0
3400,TRAIN,0,0
3401,TRAIN,0,0
3402,TRAIN,0,0
3404,TRAIN,0,0
3408,TRAIN,0,0
3411,TRAIN,0,0
